id_cliente;nombre;sexo;fecha_nacimiento;distrito;region;fecha_alta;segmento_programa
2152;Ventura Amaya Vásquez;M;1996-01-28;Punchana;Loreto;2024-02-17;Bronce
2153;Sol Sánchez Sánchez;F;1959-04-09;San Miguel;Lima;2024-02-17;No afiliado
2154;Prudencia Ramírez Quispe;F;1973-07-22;San Juan de Lurigancho;Lima;2024-02-17;Oro
2155;GONZALO PALOMINO MANRIQUE;M;1981-04-15;Socabaya;Arequipa;2024-02-17;Bronce
2156;Luisa Solano Carranza;F;2006-04-21;Socabaya;Arequipa;2024-02-17;No afiliado
2157;Gabriela Tejada Solano;F;2000-11-15;Trujillo;La Libertad;2024-02-17;Oro
2158;Liborio Cruz Cáceres;M;1999-07-02;Los Olivos;Lima;2024-02-17;No afiliado
2159;Carmen Ordoñez Maldonado;F;1986-01-23;San Juan de Lurigancho;Lima;2024-02-17;No afiliado
2160;Edmundo García Sánchez;M;2003-07-26;Lima;Lima;2024-02-17;No afiliado
2161;Encarnación Reyna Cornejo;F;2001-01-04;Trujillo;La Libertad;2024-02-18;Plata
2162;Aarón Valenzuela García;M;2007-04-01;Iquitos;Loreto;2024-02-18;Bronce
2163;Paz Valverde Suárez;F;1987-04-26;Sullana;Piura;2024-02-18;Bronce
2164;Martín Ramírez Figueroa;M;2005-06-11;Lima;Lima;2024-02-18;No afiliado
2165;Eloy Paredes Montoya;M;1973-03-27;El Porvenir;La Libertad;2024-02-18;Bronce
2166;Adela Reyna Arroyo;F;1991-12-22;San Juan de Lurigancho;Lima;2024-02-18;Oro
2167;Gabriela Maldonado Velásquez;F;1967-12-22;Florencia de Mora;La Libertad;2024-02-18;Bronce
2168;Remedios Llerena Tejada;F;1979-05-24;Piura;Piura;2024-02-18;Bronce
2169;DEMÓSTENES DELGADO GUERRERO;M;2000-04-14;Víctor Larco Herrera;La Libertad;2024-02-18;Bronce
2170;Néstor Merino Del Carpio;M;1954-04-01;La Victoria;Lambayeque;2024-02-18;No afiliado
2171;Cornelio Figueroa Valenzuela;M;1981-08-28;Cusco;Cusco;2024-02-18;Bronce
2172;Leticia Conde Sierra;F;1996-09-04;El Porvenir;La Libertad;2024-02-18;No afiliado
2173;trinidad allcca valverde;F;1971-12-10;San Juan de Lurigancho;Lima;2024-02-18;Bronce
2174;Ernesto Cabello Ruiz;M;1992-03-06;San Martín de Porres;Lima;2024-02-18;Plata
2175;aarón vilca sanabria;M;1959-01-14;Cusco;Cusco;2024-02-18;No afiliado
2176;Pablo Escobar Benavides;M;1993-05-06;Los Olivos;Lima;2024-02-18;Plata
2177;VERÓNICA AGUIRRE ROJAS;F;1963-03-26;Santiago de Surco;Lima;2024-02-18;Bronce
2178;Eugenia Sanabria Muñiz;F;1979-05-10;Jesús María;Lima;2024-02-18;No afiliado
2179;Rubén Calderón Rocha;M;1947-10-22;Nauta;Loreto;2024-02-18;No afiliado
2180;esther chacón jara;F;1955-05-02;Comas;Lima;2024-02-18;Bronce
2181;Eustaquio Ramírez Rodríguez;M;1980-09-20;Chiclayo;Lambayeque;2024-02-18;Bronce
2182;Benjamín Velásquez Serna;M;1995-05-29;Los Olivos;Lima;2024-02-18;Oro
2183;VIRGINIA SOTO GUERRERO;F;1976-09-20;Cerro Colorado;Arequipa;2024-02-18;Bronce
2184;Fortunato Villafuerte Aguirre;M;2004-11-02;El Porvenir;La Libertad;2024-02-18;Bronce
2185;Arantxa Chávez Bustos;F;1981-02-24;San Martín de Porres;Lima;2024-02-18;Bronce
2186;salud gálvez velásquez;F;1983-02-08;Trujillo;La Libertad;2024-02-18;No afiliado
2187;teodora valverde mejía;F;1982-04-01;Iquitos;Loreto;2024-02-18;No afiliado
2188;Federico Tejada Del Carpio;M;1967-01-09;Santiago de Surco;Lima;2024-02-18;No afiliado
2189;Mario Rosales Del Carpio;M;1981-10-25;San Juan de Lurigancho;Lima;2024-02-18;No afiliado
2190;eloy chambi trejo;M;2003-09-17;San Juan de Lurigancho;Lima;2024-02-18;Bronce
2191;BALBINA ARROYO CAMPOS;F;1957-02-21;Comas;Lima;2024-02-18;Bronce
2192;eutiquio reyna hurtado;M;2007-07-21;Santiago de Surco;Lima;2024-02-18;No afiliado
2193;Sofía Riveros Palacios;F;1997-04-24;Punchana;Loreto;2024-02-18;No afiliado
2194;Horacio Pacheco López;M;1976-07-20;Piura;Piura;2024-02-18;Bronce
2195;salustiano vilca garcía;M;1967-02-04;San Jerónimo;Cusco;2024-02-18;Bronce
2196;Eusebia Tejada Del Carpio;F;1992-04-09;Cerro Colorado;Arequipa;2024-02-18;No afiliado
2197;Vicente Cruz Vásquez;M;1993-06-28;Iquitos;Loreto;2024-02-18;No afiliado
2198;Lucio Campos Valenzuela;M;1989-06-05;Trujillo;La Libertad;2024-02-18;Plata
2199;María Navarrete Allcca;F;1931-02-24;Castilla;Piura;2024-02-18;Bronce
2200;Restituto Dávila Del Carpio;M;1981-09-09;Huancán;Junín;2024-02-18;No afiliado
2201;Braulio Salazar Cruz;M;1964-09-23;Lambayeque;Lambayeque;2024-02-18;Oro
2202;Zenón Estrella Mendoza;M;1988-08-16;San Sebastián;Cusco;2024-02-18;Bronce
2203;Micaela Vásquez Amaya;F;1994-06-20;Chiclayo;Lambayeque;2024-02-18;No afiliado
2204;Roberto Dávila Calderón;M;1979-12-16;Yurimaguas;Loreto;2024-02-18;No afiliado
2205;candelaria santos zambrano;F;1984-03-09;José Luis Bustamante y Rivero;Arequipa;2024-02-18;No afiliado
2206;Adriana Tejada Ríos;F;1999-02-18;Cusco;Cusco;2024-02-19;Bronce
2207;EUTIQUIO DELGADO MALDONADO;M;1977-06-10;Paita;Piura;2024-02-19;No afiliado
2208;mario villafuerte benavides;M;1953-11-02;San Juan de Lurigancho;Lima;2024-02-19;Bronce
2209;Rafael Benites Rodríguez;M;1949-03-22;San Juan de Lurigancho;Lima;2024-02-19;No afiliado
2210;Blanca Arango Quispe;F;1929-01-14;San Martín de Porres;Lima;2024-02-19;No afiliado
2211;erik gallo trejo;M;1998-01-02;Piura;Piura;2024-02-19;No afiliado
2212;Serafín Sanabria Serna;M;1956-02-17;Requena;Loreto;2024-02-19;Bronce
2213;Heriberto Pizarro Jara;M;1952-08-22;Cerro Colorado;Arequipa;2024-02-19;Plata
2214;Javier Llerena Escalante;M;2006-06-22;Yurimaguas;Loreto;2024-02-19;Plata
2215;Laura Ríos Aguirre;F;1982-03-05;El Tambo;Junín;2024-02-19;Bronce
2216;LUZ VELÁSQUEZ MALDONADO;F;1999-12-19;Florencia de Mora;La Libertad;2024-02-19;No afiliado
2217;Francisco Zavala Padilla;M;1973-06-01;Chiclayo;Lambayeque;2024-02-19;No afiliado
2218;héctor navarrete hurtado;M;1946-11-03;Sullana;Piura;2024-02-19;No afiliado
2219;Lorena Reyna Calle;F;1958-01-10;Cerro Colorado;Arequipa;2024-02-19;Bronce
2220;Jesús García Ramírez;M;1979-11-10;Catacaos;Piura;2024-02-19;Plata
2221;Isidoro Domínguez Torres;M;1997-07-13;San Juan de Lurigancho;Lima;2024-02-19;Oro
2222;Sabina Domínguez Mendoza;F;1986-12-26;Trujillo;La Libertad;2024-02-19;No afiliado
2223;Florencio Montes Araujo;M;1979-09-12;El Porvenir;La Libertad;2024-02-19;No afiliado
2224;Darío Santos Vásquez;M;1953-12-28;El Porvenir;La Libertad;2024-02-19;Bronce
2225;TEOFILA MONTALVO ARROYO;F;1964-02-20;Iquitos;Loreto;2024-02-19;Bronce
2226;Edmundo Fuentes Yupanqui;M;2006-09-18;Villa El Salvador;Lima;2024-02-19;Bronce
2227;Evaristo Chambi Cruz;M;1989-10-01;San Juan de Lurigancho;Lima;2024-02-19;Bronce
2228;Magdalena Arroyo Meneses;F;1991-06-06;San Martín de Porres;Lima;2024-02-19;Oro
2229;Angustias Trejo Solano;F;1980-02-09;Santiago de Surco;Lima;2024-02-19;No afiliado
2230;LUCIO MARTÍNEZ UGARTE;M;1969-04-07;Cerro Colorado;Arequipa;2024-02-19;Oro
2231;esperanza amaya velásquez;F;1998-09-12;Paita;Piura;2024-02-19;Bronce
2232;Evaristo Jara Rivera;M;1997-03-30;Lima;Lima;2024-02-19;No afiliado
2233;marisol mendieta hurtado;F;2006-05-14;Santiago;Cusco;2024-02-19;Bronce
2234;matías chávez macedo;M;1948-05-10;San Juan Bautista;Loreto;2024-02-19;No afiliado
2235;Felipe Torres Tejada;M;1997-07-24;San Juan de Lurigancho;Lima;2024-02-19;Bronce
2236;Rafael Velásquez Llerena;M;1951-05-22;Wanchaq;Cusco;2024-02-19;Bronce
2237;URSULA MONTES PORTILLA;F;2001-04-20;Villa El Salvador;Lima;2024-02-19;No afiliado
2238;Susana Rojas Cruz;F;1998-11-14;Pueblo Libre;Lima;2024-02-19;Bronce
2239;Salud Vilchez Mora;F;1979-07-03;La Victoria;Lambayeque;2024-02-19;No afiliado
2240;Eloísa Gallo Pérez;F;2004-01-18;Catacaos;Piura;2024-02-19;No afiliado
2241;Raúl Gálvez Chávez;M;1981-05-02;Pariñas;Piura;2024-02-19;Oro
2242;Paz Amaya Bustos;F;2005-04-19;Paita;Piura;2024-02-19;Plata
2243;Fidela García Dávila;F;1991-12-25;Lima;Lima;2024-02-19;Bronce
2244;CRISTIAN LOZANO VIDAL;M;1983-10-17;Chilca;Junín;2024-02-19;No afiliado
2245;juan velásquez trejo;M;2007-05-20;Requena;Loreto;2024-02-19;No afiliado
2246;Sergio López Villanueva;M;1973-05-23;Santiago de Surco;Lima;2024-02-19;No afiliado
2247;Clodomiro Santos Sierra;M;1996-05-15;Santiago de Surco;Lima;2024-02-19;Bronce
2248;Agustín Arango Cruz;M;2005-05-03;Ate;Lima;2024-02-19;Plata
2249;blanca villalobos chávez;F;1989-12-02;Ate;Lima;2024-02-19;Bronce
2250;NICOLÁS ALVARADO DELGADO;M;1966-10-17;Punchana;Loreto;2024-02-19;No afiliado
2251;pastora benites soto;F;1998-06-20;El Porvenir;La Libertad;2024-02-20;No afiliado
2252;Tomasa Macedo Solano;F;1977-03-26;El Porvenir;La Libertad;2024-02-20;No afiliado
2253;Celeste Sanabria Arce;F;1988-03-12;Ate;Lima;2024-02-20;Bronce
2254;Luisa Del Carpio Chávez;F;1992-03-23;La Victoria;Lambayeque;2024-02-20;No afiliado
2255;Bárbara Vargas Trujillo;F;1955-11-29;Cerro Colorado;Arequipa;2024-02-20;Bronce
2256;Raúl Valle Sierra;M;1967-05-28;El Porvenir;La Libertad;2024-02-20;No afiliado
2257;GUSTAVO RIVERA LOZANO;M;1945-05-13;Sullana;Piura;2024-02-20;Bronce
2258;Moisés Domínguez Hurtado;M;1987-05-11;El Porvenir;La Libertad;2024-02-20;Bronce
2259;Rodrigo Manrique Torres;M;1973-12-22;Sullana;Piura;2024-02-20;No afiliado
2260;Vicenta Machuca Galarza;F;1956-07-23;Catacaos;Piura;2024-02-20;No afiliado
2261;HERMINIO MUÑIZ SERNA;M;1989-04-03;San Martín de Porres;Lima;2024-02-20;Bronce
2262;ubaldo callirgos cruz;M;1976-01-16;Veintiséis de Octubre;Piura;2024-02-20;Bronce
2263;Verónica Muñoz Tejada;F;2000-01-26;Piura;Piura;2024-02-20;Plata
2264;Consuelo Quispe García;F;2006-07-12;Pimentel;Lambayeque;2024-02-20;Bronce
2265;Erika Zapata Pizarro;F;1945-07-07;Piura;Piura;2024-02-20;Bronce
2266;Rosa Meneses Solano;F;1991-12-30;Ate;Lima;2024-02-20;Bronce
2267;ADELA ROJAS ULLOA;F;1979-03-29;Chiclayo;Lambayeque;2024-02-20;Bronce
2268;gisela allcca gálvez;F;2003-04-12;San Borja;Lima;2024-02-20;Oro
2269;Remedios Sierra Santos;F;1995-08-21;San Martín de Porres;Lima;2024-02-20;No afiliado
2270;Isidora Chávez Ordoñez;F;1968-08-29;Iquitos;Loreto;2024-02-20;Bronce
2271;francisco hurtado chambi;M;2004-03-13;La Esperanza;La Libertad;2024-02-20;No afiliado
2272;Raúl Bustos Chávez;M;1981-08-20;Monsefú;Lambayeque;2024-02-20;Oro
2273;Esteban Gallo Peralta;M;1945-12-12;Los Olivos;Lima;2024-02-20;No afiliado
2274;Sandra Ulloa Villanueva;F;1999-06-22;Cayma;Arequipa;2024-02-20;Bronce
2275;Mario Palomino Martínez;M;1999-10-26;El Porvenir;La Libertad;2024-02-20;Plata
2276;Oihana Lozano Rodríguez;F;2000-07-21;Iquitos;Loreto;2024-02-20;No afiliado
2277;Leonor Zambrano Cruz;F;1982-02-26;Santiago;Cusco;2024-02-20;Plata
2278;Sol Pacheco Llanos;F;1970-08-12;San Juan de Lurigancho;Lima;2024-02-20;No afiliado
2279;Josefa Santos Gallo;F;1969-04-30;La Esperanza;La Libertad;2024-02-20;No afiliado
2280;Clodomiro Hurtado Maldonado;M;1945-07-23;Ate;Lima;2024-02-20;Plata
2281;Ventura Campos Rojas;M;2000-06-17;San Juan de Lurigancho;Lima;2024-02-20;Bronce
2282;Isidoro Navarrete Villanueva;M;1981-07-25;Trujillo;La Libertad;2024-02-20;Bronce
2283;Cristian Carranza Maldonado;M;1988-03-14;La Victoria;Lambayeque;2024-02-20;No afiliado
2284;Alejandrina Sánchez Rojas;F;1988-01-19;El Tambo;Junín;2024-02-20;Plata
2285;gustavo rocha padilla;M;1979-03-22;Ate;Lima;2024-02-20;No afiliado
2286;Emmanuel Velásquez Nieto;M;1998-12-07;Iquitos;Loreto;2024-02-20;No afiliado
2287;milagros villafuerte sierra;F;1991-04-04;Cusco;Cusco;2024-02-20;Bronce
2288;EVA SIERRA CHÁVEZ;F;2007-12-28;Cerro Colorado;Arequipa;2024-02-20;Plata
2289;VEGA PAREDES ZAMBRANO;F;1999-04-03;Catacaos;Piura;2024-02-20;No afiliado
2290;Marisa Reyna Galarza;F;1973-08-14;Cerro Colorado;Arequipa;2024-02-20;Oro
2291;florencio mendieta ramírez;M;1981-09-08;El Porvenir;La Libertad;2024-02-20;Oro
2292;Susana Villafuerte Torres;F;1971-06-19;Los Olivos;Lima;2024-02-20;Bronce
2293;celsa reyna gálvez;F;1982-04-20;San Miguel;Lima;2024-02-20;Bronce
2294;MARCIANO JARA MARTÍNEZ;M;1985-03-22;San Juan de Lurigancho;Lima;2024-02-20;Oro
2295;Romualdo Manrique Sánchez;M;1982-05-29;Chilca;Junín;2024-02-20;Bronce
2296;Elsa Cabello Gallo;F;2005-07-04;Los Olivos;Lima;2024-02-21;No afiliado
2297;Celina Galarza Domínguez;F;1992-08-25;Los Olivos;Lima;2024-02-21;Oro
2298;Moisés Cruz Soto;M;2004-05-11;San Miguel;Lima;2024-02-21;No afiliado
2299;Alonso Aguilar Loayza;M;1990-05-06;Piura;Piura;2024-02-21;No afiliado
2300;FELICIDAD ZAPATA MONTOYA;F;1974-07-20;El Tambo;Junín;2024-02-21;No afiliado
2301;amparo farro benites;F;1953-08-24;La Esperanza;La Libertad;2024-02-21;Bronce
2302;tristán tello sanabria;M;1973-03-19;Ate;Lima;2024-02-21;No afiliado
2303;florencio serna montes;M;1936-06-30;Piura;Piura;2024-02-21;Plata
2304;BIANCA GARCÍA RIVERA;F;1999-11-13;Miraflores;Lima;2024-02-21;No afiliado
2305;CÉSAR CAMPOS NIETO;M;1958-02-14;Catacaos;Piura;2024-02-21;Plata
2306;Eloy Del Carpio Medina;M;1982-03-07;San Juan de Lurigancho;Lima;2024-02-21;Bronce
2307;Tomás Valverde Domínguez;M;1987-06-05;San Juan de Lurigancho;Lima;2024-02-21;Bronce
2308;Victoria Velásquez Chávez;F;1995-12-31;San Juan de Lurigancho;Lima;2024-02-21;Bronce
2309;DARÍO DOMÍNGUEZ ZAMBRANO;M;1980-02-03;Trujillo;La Libertad;2024-02-21;Plata
2310;Soraya Gálvez Portilla;F;1951-07-11;San Agustín;Junín;2024-02-21;No afiliado
2311;Romana Luna Reyna;F;1979-08-20;San Sebastián;Cusco;2024-02-21;Bronce
2312;sara quijano rocha;F;1984-08-19;El Tambo;Junín;2024-02-21;No afiliado
2313;Candelaria Dávila Lozano;F;1956-08-26;El Porvenir;La Libertad;2024-02-21;Bronce
2314;leonor chávez gómez;F;1987-08-23;Sullana;Piura;2024-02-21;No afiliado
2315;Laureano Pizarro Medina;M;2005-12-08;Comas;Lima;2024-02-21;Plata
2316;federico portilla dávila;M;1964-11-21;Wanchaq;Cusco;2024-02-21;No afiliado
2317;Eustaquio Serna Chacón;M;1946-03-17;Socabaya;Arequipa;2024-02-21;No afiliado
2318;Sergio Peralta Maldonado;M;1984-10-19;Huanchaco;La Libertad;2024-02-21;No afiliado
2319;VENTURA ALLCCA VELÁSQUEZ;M;1992-11-13;Chilca;Junín;2024-02-21;Plata
2320;Albina Manrique Riveros;F;2003-06-24;La Esperanza;La Libertad;2024-02-21;Plata
2321;NAPOLEÓN AGUILAR SANTOS;M;1994-05-07;José Leonardo Ortiz;Lambayeque;2024-02-21;No afiliado
2322;HÉCTOR GARCÍA LLANOS;M;1988-10-04;El Porvenir;La Libertad;2024-02-21;No afiliado
2323;EUSEBIA RAMÍREZ MALDONADO;F;1978-11-21;San Borja;Lima;2024-02-21;Bronce
2324;Álvaro Sánchez López;M;1960-08-14;San Martín de Porres;Lima;2024-02-21;Plata
2325;Moisés Avendaño Hurtado;M;1975-08-13;Cerro Colorado;Arequipa;2024-02-21;Bronce
2326;Isidora Vargas Manrique;F;1971-03-23;San Martín de Porres;Lima;2024-02-21;No afiliado
2327;Victoria Vega Gálvez;F;1978-12-28;Castilla;Piura;2024-02-21;Bronce
2328;Celeste Matías Reyna;F;2002-07-20;Cerro Colorado;Arequipa;2024-02-21;Bronce
2329;ASUNCIÓN CHÁVEZ CHÁVEZ;F;1957-09-04;Veintiséis de Octubre;Piura;2024-02-21;Bronce
2330;VIOLETA VALENZUELA DEL CARPIO;F;2002-10-28;Santiago de Surco;Lima;2024-02-21;Oro
2331;Leonor Cabello Villafuerte;F;1972-03-03;La Esperanza;La Libertad;2024-02-21;No afiliado
2332;Lorenzo Ramírez Rosales;M;1971-11-11;Sullana;Piura;2024-02-21;Plata
2333;Javier Moreno Benavides;M;1994-07-10;Ate;Lima;2024-02-21;Oro
2334;Ángel Matías Velásquez;M;2003-05-17;Santiago de Surco;Lima;2024-02-21;No afiliado
2335;Martín Ordóñez Vega;M;1988-09-29;Chiclayo;Lambayeque;2024-02-21;Plata
2336;FÁTIMA BENAVIDES MORENO;F;1981-02-25;Moche;La Libertad;2024-02-21;No afiliado
2337;samara pizarro navarrete;F;1967-04-04;El Porvenir;La Libertad;2024-02-21;Bronce
2338;Mauricio Valverde Solano;M;1956-03-06;Piura;Piura;2024-02-21;Bronce
2339;MARCIANO CORNEJO ORTEGA;M;1990-10-08;Yurimaguas;Loreto;2024-02-21;Bronce
2340;Moisés Torres Aguirre;M;2004-08-24;Comas;Lima;2024-02-21;Bronce
2341;Trinidad Ríos Quijano;F;1979-11-16;Sapallanga;Junín;2024-02-22;No afiliado
2342;Teofila Carranza Palacios;F;1993-01-18;Ate;Lima;2024-02-22;Plata
2343;Anastasio Chávez Aguirre;M;1967-11-19;Pimentel;Lambayeque;2024-02-22;Plata
2344;Héctor Benites Macedo;M;1992-10-01;Huancayo;Junín;2024-02-22;No afiliado
2345;Clodomiro Campos Estrella;M;1939-12-25;Los Olivos;Lima;2024-02-22;Bronce
2346;sergio solano zapata;M;1947-02-12;Villa El Salvador;Lima;2024-02-22;No afiliado
2347;Soraya Portilla Montes;F;1998-07-12;Ate;Lima;2024-02-22;Plata
2348;EDMUNDO MATÍAS MALDONADO;M;1949-04-20;José Leonardo Ortiz;Lambayeque;2024-02-22;No afiliado
2349;SILVIA GALLO ARAUJO;F;1970-04-26;Cerro Colorado;Arequipa;2024-02-22;Bronce
2350;Sergio Requejo Serna;M;1967-11-09;La Victoria;Lambayeque;2024-02-22;No afiliado
2351;Fortunato Serna Gómez;M;1981-01-12;Ate;Lima;2024-02-22;Bronce
2352;Josefa Santos Rivera;F;2007-09-05;La Esperanza;La Libertad;2024-02-22;No afiliado
2353;Jesús Palacios Cáceres;M;1997-11-21;Iquitos;Loreto;2024-02-22;Plata
2354;NEREA LLERENA PADILLA;F;1961-11-18;Castilla;Piura;2024-02-22;Bronce
2355;Casimiro Velásquez Valverde;M;1978-11-19;Comas;Lima;2024-02-22;Plata
2356;Apolonio Valenzuela Maldonado;M;1973-11-29;La Victoria;Lambayeque;2024-02-22;Plata
2357;Luis Mora Zúñiga;M;1961-01-25;San Juan de Lurigancho;Lima;2024-02-22;Bronce
2358;Gisela Zúñiga Tello;F;1996-02-24;Trujillo;La Libertad;2024-02-22;Oro
2359;Martín Portilla Rivera;M;1954-08-06;Chilca;Junín;2024-02-22;Bronce
2360;blas sanabria aguirre;M;2006-10-11;San Jerónimo;Cusco;2024-02-22;Plata
2361;Leonor Mendoza Villalba;F;1969-03-01;Cerro Colorado;Arequipa;2024-02-22;Bronce
2362;Albina Llanos Sánchez;F;1992-09-10;Paita;Piura;2024-02-22;Plata
2363;pilar gamarra gamarra;F;2005-06-18;San Juan de Lurigancho;Lima;2024-02-22;Bronce
2364;Aureliano Soto Tejada;M;1958-02-01;Sullana;Piura;2024-02-22;No afiliado
2365;Verónica Sánchez Delgado;F;1972-05-12;Belén;Loreto;2024-02-22;Oro
2366;Nepomuceno Farro Vargas;M;1977-10-26;Villa El Salvador;Lima;2024-02-22;Bronce
2367;susana rojas valenzuela;F;1983-05-19;Pariñas;Piura;2024-02-22;Bronce
2368;Felipe Rosales Valverde;M;1966-11-07;Miraflores;Lima;2024-02-22;No afiliado
2369;Erik Domínguez Cáceres;M;1983-03-27;Víctor Larco Herrera;La Libertad;2024-02-22;No afiliado
2370;LETICIA HURTADO PALACIOS;F;1956-04-17;San Juan Bautista;Loreto;2024-02-22;No afiliado
2371;Tomás Martínez Cruz;M;1978-04-09;Cusco;Cusco;2024-02-22;Bronce
2372;Ainhoa Gallo Reyna;F;1929-07-18;Trujillo;La Libertad;2024-02-22;Plata
2373;Brayan Vidal Obando;M;1933-06-03;Castilla;Piura;2024-02-22;Bronce
2374;Carlos Rivera Arango;M;1971-06-01;Arequipa;Arequipa;2024-02-22;Bronce
2375;Aniceto Cruz Chávez;M;1986-06-23;San Jerónimo;Cusco;2024-02-22;No afiliado
2376;salustiano valenzuela gálvez;M;1997-07-20;Huanchaco;La Libertad;2024-02-22;No afiliado
2377;Rubén Cruz Rivera;M;2000-03-04;Pariñas;Piura;2024-02-22;Plata
2378;Ruperto Serna Rojas;M;1993-10-29;Veintiséis de Octubre;Piura;2024-02-22;No afiliado
2379;Martín Vargas Sánchez;M;1974-12-28;Miraflores;Lima;2024-02-22;Plata
2380;Rafaela Palacios Coronado;F;1956-01-10;San Juan Bautista;Loreto;2024-02-22;Bronce
2381;Gloria Ulloa Pacheco;F;1954-05-09;San Sebastián;Cusco;2024-02-22;Bronce
2382;Pedro Aguilar Maldonado;M;1959-01-28;Catacaos;Piura;2024-02-22;Plata
2383;Raquel Mora Montes;F;1957-02-02;San Juan de Lurigancho;Lima;2024-02-22;Plata
2384;Ruperto Tejada Zambrano;M;1999-01-20;Iquitos;Loreto;2024-02-22;No afiliado
2385;BERNARDA VILLALOBOS ARROYO;F;1990-08-19;Pariñas;Piura;2024-02-22;No afiliado
2386;Valentín Arango Vilchez;M;2003-12-03;Cusco;Cusco;2024-02-23;No afiliado
2387;ATANASIO SIERRA AVENDAÑO;M;1977-07-11;Los Olivos;Lima;2024-02-23;Bronce
2388;GRACIA DÁVILA MENDOZA;F;1965-10-03;La Esperanza;La Libertad;2024-02-23;No afiliado
2389;Remedios Reyna Mejía;F;1977-12-28;Ate;Lima;2024-02-23;No afiliado
2390;Luisa Montes Paz;F;1961-11-05;Huancayo;Junín;2024-02-23;Bronce
2391;Aarón Muñoz Tejada;M;1936-03-05;Castilla;Piura;2024-02-23;Bronce
2392;Celso Muñiz Montes;M;1953-07-14;San Martín de Porres;Lima;2024-02-23;No afiliado
2393;Alba Dávila Ulloa;F;1954-12-19;Villa El Salvador;Lima;2024-02-23;No afiliado
2394;Celia Cabello Quijano;F;1966-12-31;Sullana;Piura;2024-02-23;No afiliado
2395;CAMILO CHÁVEZ CRUZ;M;1942-05-07;El Porvenir;La Libertad;2024-02-23;No afiliado
2396;ROMUALDO OJEDA LUNA;M;2008-01-01;La Esperanza;La Libertad;2024-02-23;No afiliado
2397;darío torrico jara;M;1951-06-02;Ate;Lima;2024-02-23;No afiliado
2398;Aureliano Palacios Rivera;M;1981-12-24;Socabaya;Arequipa;2024-02-23;Bronce
2399;Rafael Zambrano Rivera;M;1994-08-21;San Miguel;Lima;2024-02-23;Plata
2400;Concepción Rivera Fuentes;F;2003-02-12;San Juan de Lurigancho;Lima;2024-02-23;Plata
2401;Hugo Valle Domínguez;M;2000-09-01;Yurimaguas;Loreto;2024-02-23;Bronce
2402;Teofila Manrique Muñiz;F;1965-06-06;Santiago;Cusco;2024-02-23;No afiliado
2403;Esteban Ugarte Portilla;M;1983-09-02;Yurimaguas;Loreto;2024-02-23;No afiliado
2404;Zenón Nieto Macedo;M;1981-02-09;Moche;La Libertad;2024-02-23;Bronce
2405;Brayan Villafuerte Zambrano;M;1983-08-17;El Tambo;Junín;2024-02-23;Oro
2406;CAMILO ARROYO RAMÍREZ;M;1997-05-19;José Luis Bustamante y Rivero;Arequipa;2024-02-23;Bronce
2407;Patricia Bravo Solano;F;1944-05-15;Punchana;Loreto;2024-02-23;Plata
2408;Erasmo Ramírez Sánchez;M;1967-04-20;El Tambo;Junín;2024-02-23;Bronce
2409;Dorotea Del Carpio Portilla;F;1990-12-21;El Porvenir;La Libertad;2024-02-23;Bronce
2410;Micaela Medina Escobar;F;1999-12-20;Piura;Piura;2024-02-23;Bronce
2411;isaac garcía velásquez;M;1945-07-02;La Esperanza;La Libertad;2024-02-23;Plata
2412;Néstor Ugarte Amaya;M;1960-10-03;Ate;Lima;2024-02-23;Bronce
2413;Isaac Muñiz Campos;M;1986-09-06;Florencia de Mora;La Libertad;2024-02-23;Bronce
2414;VENTURA ARANGO MONTES;M;1944-04-27;Pariñas;Piura;2024-02-23;Bronce
2415;Anastasia Ramírez Zapata;F;1959-07-19;San Juan de Lurigancho;Lima;2024-02-23;Bronce
2416;Laura Rosales Chávez;F;2005-03-03;Belén;Loreto;2024-02-23;Bronce
2417;CLARA JIMÉNEZ RIVERA;F;2000-08-21;Lambayeque;Lambayeque;2024-02-23;Bronce
2418;SERGIO ORTEGA ROSALES;M;2003-04-06;José Luis Bustamante y Rivero;Arequipa;2024-02-23;Plata
2419;Fortunato Vega Salgado;M;1953-07-05;Cusco;Cusco;2024-02-23;Plata
2420;Guido Gutiérrez Hernández;M;1985-06-02;Punchana;Loreto;2024-02-23;Bronce
2421;Eva Valenzuela Ortega;F;1952-11-08;Santiago de Surco;Lima;2024-02-23;No afiliado
2422;Héctor Matías Gálvez;M;1978-08-26;Cusco;Cusco;2024-02-23;Plata
2423;Fabián Figueroa Ortega;M;1980-02-09;Wanchaq;Cusco;2024-02-23;No afiliado
2424;Maximiliano Quispe Gómez;M;2002-09-06;Comas;Lima;2024-02-23;No afiliado
2425;Emmanuel Paz Cornejo;M;2001-12-27;Sullana;Piura;2024-02-23;Bronce
2426;Sara Serna Zambrano;F;1962-02-07;Paita;Piura;2024-02-23;Bronce
2427;Clara Guerrero González;F;2000-02-06;Huanchaco;La Libertad;2024-02-23;Bronce
2428;Sergio Carranza Zambrano;M;1997-02-05;San Martín de Porres;Lima;2024-02-23;Bronce
2429;CELSO SANTOS VALLE;M;1928-10-03;El Porvenir;La Libertad;2024-02-23;Plata
2430;Amparo García Vásquez;F;1974-01-20;Piura;Piura;2024-02-23;Oro
